id,pesan,kategori,label
24584,Langkah2 minta tambah anggaran,Percakapan Biasa,Tidak Berisiko
24585,"ngga bisa maaf aja pak, harus kena denda. karna kami kalau telat 1 hari aja bayar listrik kena denda, tidak bisa di kasih maaf kami 😂",Transaksi Aman,Tidak Berisiko
24586,minimal diskon 50 % diterapkan😅,Percakapan Biasa,Tidak Berisiko
24587,"Lebaran Idulfitri dah lewat pak...
Lebaran Qurban sekarang...",Percakapan Biasa,Tidak Berisiko
24588,"ini pasti ada sesuatu
di balik layar
masa hampir semua Sumatra padam😂😂😂",Percakapan Biasa,Tidak Berisiko
24589,"sumatera selatan gak ni ,12 jam loh mati listrik nya mbut",Informasi Umum,Tidak Berisiko
24590,"tak ada maaf bagi bagi, PLN indo lemot, nggak sama di luar negeri, PLn indo tunggu rusak dulu baru periksa. masak 5 jam menunggu, malas",Informasi Umum,Tidak Berisiko
24591,bilang aja over load pemakaian... kok muter muter..,Percakapan Biasa,Tidak Berisiko
24592,klo anda masih di jepang bisa ngak cuma minta maaf🤔🤔🤔,Percakapan Biasa,Tidak Berisiko
24593,tuntut ganti rugi lah,Percakapan Biasa,Tidak Berisiko
24594,"Infony indonesia sedang menghadapi krisis batu bara 😅, mungkin krn itu pak presiden bkin badan ekspor. Krn perusahaan batubara lebih senang jualan keluar",Percakapan Biasa,Tidak Berisiko
24595,elektronik di rumah aman kah?,Percakapan Biasa,Tidak Berisiko
24596,Ganti rugi donk..,Percakapan Biasa,Tidak Berisiko
24597,"minta maaf tidak cukup, berikanlah kompensasi penambahan kuota voucher token listrik",Informasi Umum,Tidak Berisiko
24598,asal jangan Ada udang di balik bakwan aja pak,Percakapan Biasa,Tidak Berisiko
24599,jangan hanya maaf saja.ganti rugi atau konpensasi ke pada pelangga harus di berikan.itu baru propesional.jangan hanya kerugian pln yg selalu di gembor2.kerugian jutaan pelanggan bagaimana bos?,Informasi Umum,Tidak Berisiko
24600,Sumatera Selatan juga kena dampak,Percakapan Biasa,Tidak Berisiko
24601,pak udah hidupkan cepat medan ini. cape x loh aku nongkrong di jco ini buat ngecas aja,Percakapan Biasa,Tidak Berisiko
24602,tp masyarakat se sumatra td rugi triliunan....apa ada solusikah...??,Percakapan Biasa,Tidak Berisiko
24603,kalau ngga bayar telat 3 hari langsung PUTUSSSS,Transaksi Aman,Tidak Berisiko
24604,gk penting penjelasan... perbaiki kwalitas ini sdh thn 2026 bkn tahun masehi 😳😳😳,Percakapan Biasa,Tidak Berisiko
24605,saya memaafkan tapi tidak melupakan ..,Percakapan Biasa,Tidak Berisiko
24606,PLN meraup untung 6 milyar dg mematikan listrik d Sumatra yg d jual ke Singapura .rakyat yg d rugikan,Informasi Umum,Tidak Berisiko
24607,Brp untung nya slma 6-8 jam.???,Percakapan Biasa,Tidak Berisiko
24608,ad udang dibalik bakwan😂,Percakapan Biasa,Tidak Berisiko
24609,Masalahnya berat sehingga utk menyampaikannya sangat susah 😳😳😳,Percakapan Biasa,Tidak Berisiko
24610,pasti di copot,Percakapan Biasa,Tidak Berisiko
24611,punya saya smpe sekarang blm hidup 🥺🥺🥺,Percakapan Biasa,Tidak Berisiko
24612,untuk pengusaha yg bergantung listrik harusnya bisa gugat akibat kerugian,Informasi Umum,Tidak Berisiko
24613,giliran sebulan telat bayar listrik kWh dicabut,Transaksi Aman,Tidak Berisiko
24614,pln masih rugi GK pak,Informasi Umum,Tidak Berisiko
24615,maaf aja ngak cukup kita merasa di rugikan kita bayar tempat waktu,Transaksi Aman,Tidak Berisiko
24616,"di kota medan sampai sekarang (15 jam) masih belum hidup, sinyal hilang. Hanya sebagian yg nyala. UMKM banyak yg rugi ga bisa dagang. Yg sakit makin tersiksa. Jalanan chaos lampu merah pada mati.",Percakapan Biasa,Tidak Berisiko
24617,ini pengalihan isu,Percakapan Biasa,Tidak Berisiko
24618,mengundurkan diri dong. ganti sama yg sanggup.,Percakapan Biasa,Tidak Berisiko
24619,masyarakat telat bayar denda PLN mati listrik mohon maaf,Transaksi Aman,Tidak Berisiko
24620,di maafkan ..🥰,Percakapan Biasa,Tidak Berisiko
24621,muap T GAMBARMU,Percakapan Biasa,Tidak Berisiko
24622,"tidak bisa minta maaf aj pak harus ganti kerugian bagi masyarakat... kami aj harus menggunakan listrik secara kess... klau kami telat membayar token kami d cabut,, jgn kan mnta maaf ....",Informasi Umum,Tidak Berisiko
24623,Cuma mau tanya dijawa pernah gasih kejadian begini?,Percakapan Biasa,Tidak Berisiko
24624,Apa kompensasinya utk masyarakat? enak banget cocotnya minta maaf aja. giliran ngak bayar di cabut. Udh di monopoli. rugi lagi,Transaksi Aman,Tidak Berisiko
24625,"bayar nya telat langsung di putus.
giliran gini minta maaf doang gk ada kompensasi",Transaksi Aman,Tidak Berisiko
24626,woi hidup kan lampu kami supir GX bisa isi solar,Percakapan Biasa,Tidak Berisiko
24627,kompensasi 50 % baya tagihan bulan juni,Transaksi Aman,Tidak Berisiko
24628,"kompensasi nya tolong dong, masa konsumen yg di denda klw salah",Percakapan Biasa,Tidak Berisiko
24629,"mantap pln , lngsung ada tindakan 👍👍",Informasi Umum,Tidak Berisiko
24630,merugikan rakyat seharusnya bapak di pecat.,Percakapan Biasa,Tidak Berisiko
24631,Muaro Jambi 7 jam mati lampu,Percakapan Biasa,Tidak Berisiko
24632,harus ada kompensasi yakan gess😁,Percakapan Biasa,Tidak Berisiko
24633,Mundur aja pak! Gentle dikit lah..,Percakapan Biasa,Tidak Berisiko
24634,bisa nya cuma minta. ganti ruginya mana cok,Kata Kasar & Ancaman,Berisiko
24635,tdk kompensasi? kalau pelanggan PLN telat bayar langsung di segel,Transaksi Aman,Tidak Berisiko
24636,dirut kickout,Percakapan Biasa,Tidak Berisiko
24637,Omon omon,Percakapan Biasa,Tidak Berisiko
24638,sk baru meluncur🗿,Percakapan Biasa,Tidak Berisiko
24639,"tolong dong PLN pertanggung jawabannya kami yang punya usaha jadi keganggu sampai mengalami kerugian,",Informasi Umum,Tidak Berisiko
24640,Biadab!,Percakapan Biasa,Tidak Berisiko
24641,Tidak ada yang perlu dimaafkan pak!! Kami perlunya Listrik Hidup!! 12 Jam lo pak 12 Jam Listrik padam! Nasi sampai gak matang Gara gara Listrik padam nya lama,Informasi Umum,Tidak Berisiko
24642,"sudah masuk kerugian ya
catatan lah",Percakapan Biasa,Tidak Berisiko
24643,triliunan rugi aing,Percakapan Biasa,Tidak Berisiko
24644,korupsi di PLN luar biasa banyaknya,Informasi Umum,Tidak Berisiko
24645,perusaha. paling aneh di dunia..tak ada saingan.tp rugi tiap tahun..dan itu adax diindonesia🤣🤣🤣,Percakapan Biasa,Tidak Berisiko
24646,"Jangan hanya maaf.
Token Diskon 50 % dong.. selama 1 bulan",Percakapan Biasa,Tidak Berisiko
24647,"waaahhh rugi nya rakyat berapa itu tiap provinsi? sedangkan PLN aja yg rakyat bayar nya kes tiap bulan katanya rugiii terusss,, terus kerugian rakyat yang ganti siapa ??",Transaksi Aman,Tidak Berisiko
24648,Enak x ya mintq maaf doang😌😌😌😌 tau kerugiaaan nyaaa buat kita pak,Percakapan Biasa,Tidak Berisiko
24649,"ini udh satu kerugian,minta ganti rugi,menghambat org mencari rezeki,yg biasa nya dangang makanan GK bisa dangang,krna mati air dan lampu,😭😭",Percakapan Biasa,Tidak Berisiko
24650,pak kasih genset 1 rumah satu pak baru kami maafkan,Percakapan Biasa,Tidak Berisiko
24651,kabarin kalau udah d pecat,Percakapan Biasa,Tidak Berisiko
24652,ajakin kami main tamzone dlu pak🗿,Percakapan Biasa,Tidak Berisiko
24653,kapan d pecat,Percakapan Biasa,Tidak Berisiko
24654,oy pak Sumsel juga,Percakapan Biasa,Tidak Berisiko
24655,perusahaan yg balik banyak minta maaf...,Percakapan Biasa,Tidak Berisiko
24656,cuaca yaa hhhmmm,Percakapan Biasa,Tidak Berisiko
24657,lampung juga tadi mlm black out,Percakapan Biasa,Tidak Berisiko
24658,kami masyarakat terlambat bayar listrik diputus didenda disaat Anda yang merugikan masyarakat hanya cukup minta maaf saja enak' jadi penguasa ya,Transaksi Aman,Tidak Berisiko
24659,jgn mohon maaf pak. discon lah,Percakapan Biasa,Tidak Berisiko
24660,Beda cerita kalo d Jawa yg kena,Percakapan Biasa,Tidak Berisiko
24661,"pakk rumah kami belum hidup ini, Jan cuman maaf2 aja pakk🙃🙃",Percakapan Biasa,Tidak Berisiko
24662,bayarnya kontan itu pun bnyk x ulah nya,Percakapan Biasa,Tidak Berisiko
24663,"dimaafin sih pak,tp semalam serius gerah kali loh pak,mana nyamuk bnyk lagi 😩",Percakapan Biasa,Tidak Berisiko
24664,kita telat dikit bayar kena denda...pln salah minta maaf...enak bener ...paaakkk..,Transaksi Aman,Tidak Berisiko
24665,nggak yang becus negara ini entah apa,Percakapan Biasa,Tidak Berisiko
24666,Kalau sudah gagal mengantisifasi yg menyebabkan kerugian bagi masyarakat seharusnya malu dan MUNDUR dari jabatan bagi yang bertanggungjawab.,Percakapan Biasa,Tidak Berisiko
24667,daerah kami masih mati listrik nyo,Informasi Umum,Tidak Berisiko
24668,kami rakyat jga minta maaf...kalau bsok terlambat byar listrik😁,Informasi Umum,Tidak Berisiko
24669,ngerinya hampir satu pulau besar mari total. berapa kerugian masyarakatnya? ganti rugi gimana? harusnya systemnya harus dibenerin. donk.,Percakapan Biasa,Tidak Berisiko
24670,pantesan KELUARga ku g ada yg bs d tlp,Percakapan Biasa,Tidak Berisiko
24671,TERIMAKASIH ATAS PENJELASANNYA.. TETAP SEMANGAT BUAT PARA PETUGAS PLN.,Informasi Umum,Tidak Berisiko
24672,gara² listrik mati gak live² saya pak 🤦‍♂️,Informasi Umum,Tidak Berisiko
24673,parah sih pak,Percakapan Biasa,Tidak Berisiko
24674,"kmi tak butuh ucapan dan pidato maaf, tindakan mu yg nyata",Percakapan Biasa,Tidak Berisiko
24675,"iya saya ma,afin tapi janji Janggan ulangin lagi y🤭",Percakapan Biasa,Tidak Berisiko
24676,Pecat saja,Percakapan Biasa,Tidak Berisiko
24677,"darmawan prasodjo legowo mundur saja. gantikan dengan bibit baru yg inovatif.
masalah transmisi sdh pernah terjadi. ini terjadi lagi. tdk belajar dr kejadian sblmnya bagaimana jika blackout penormalan bertahap bisa lebih cepat.",Percakapan Biasa,Tidak Berisiko
24678,rugi triliuanan perputaran uang pak...,Percakapan Biasa,Tidak Berisiko
24679,"berbuat kesalahan minta maaf, berbuat kesalahan minta maaf, berbuat kesalahan minta maaf, berbuat kesalahan minta maaf, berbuat kesalahan minta maaf, berbuat kesalahan minta maaf",Percakapan Biasa,Tidak Berisiko
24680,ganti rugi cokk,Percakapan Biasa,Tidak Berisiko
24681,"Pak jangan lagi yah, pekanbaru panas banget kalo mati lampu, kayak mandi keringat 😭😭",Percakapan Biasa,Tidak Berisiko
24682,oy bang sumsel dak kamu sebut apo kami panas2an semalalam,Percakapan Biasa,Tidak Berisiko
24683,qqqqqq,Percakapan Biasa,Tidak Berisiko
24684,Terus tindakan nya apa,Percakapan Biasa,Tidak Berisiko
24685,"jaman pak jokowi dulu sdh pernah blackout, malah gak di jadikan pelajaran.😏",Percakapan Biasa,Tidak Berisiko
24686,Nasib tinggal di Indonesia,Percakapan Biasa,Tidak Berisiko
24687,"Belom banyak pakai motor mobil listrik udah eror, apa lagi semua pakai listrik",Informasi Umum,Tidak Berisiko
24688,"saya senyum saat power bank penuh😎, eh jaringan seluler gak ada 🙃",Percakapan Biasa,Tidak Berisiko
24689,semoga cepat ditangani Maslaah listrik di daerah sumbagut👍,Informasi Umum,Tidak Berisiko
24690,muara Bungo cuacanya bagus semalam...,Percakapan Biasa,Tidak Berisiko
24691,waduuuh dgr beliau ngomong yg sgt sopan tuuh jd ngantuuk,Percakapan Biasa,Tidak Berisiko
24692,enak benar mintak maaf.. giliran token mau habis sekampong dengarrrrr,Percakapan Biasa,Tidak Berisiko
24693,dan pln rugi triliunan,Informasi Umum,Tidak Berisiko
24694,"plis di benahi.
gara2 mati lampu malam tadi saya jadi kesulitan masak indomie",Percakapan Biasa,Tidak Berisiko
24695,Sampai saat ini masih padam lampu nya pak,Percakapan Biasa,Tidak Berisiko
24696,kacau🤣🤣🤣🤣,Percakapan Biasa,Tidak Berisiko
24697,"singkat aja pak, jam berapa hidup nya listrik kami daerah medan marelan.",Informasi Umum,Tidak Berisiko
24698,Sampek sekarang blom hidup jg tempat kami ini bujang,Percakapan Biasa,Tidak Berisiko
24699,dari malam jam 7 hidup nya pagi jam 6 bangke lama kali,Jadwal & Kegiatan,Tidak Berisiko
24700,"kok cuma minta maaf, ganti rugi donk
kasi listrik gratis sebulan🤣🤣",Informasi Umum,Tidak Berisiko
24701,"perusahaan yg ndk pernah untung, yg ada rugi mulu padahal klo token hbis kita gk kasbon 😂",Percakapan Biasa,Tidak Berisiko
24702,jadi gabisa aku nonton live mamahenong semalam,Percakapan Biasa,Tidak Berisiko
24703,ada kong kalikong ini. cara lama ini untuk hal hal yang gak baik.,Percakapan Biasa,Tidak Berisiko
24704,ke 141 btw gw dari riau,Percakapan Biasa,Tidak Berisiko
24705,semoga TDK pengalihan isu... hrga sawit tbs meroket tajam trun k bawah...,Percakapan Biasa,Tidak Berisiko
24706,gara gara lelek dijakarta jawa. sumatera padam total,Percakapan Biasa,Tidak Berisiko
24707,"telak bayar di denda pak, tapi listrik cuman minta maaf saja",Transaksi Aman,Tidak Berisiko
24708,"pak mohon diberi bantuan ganti rugi atas dampak pemadaman listrik tersebut.
bahan2 rumah tangga, dan UMKM yg terdampak.",Informasi Umum,Tidak Berisiko
24709,"gara""mati lampu mau ngecas ajaa harus ngeluarin duit anjayy",Kata Kasar & Ancaman,Berisiko
24710,"jng cmn minta maaf, sbg bentuk tanggu jawab. jangan cmn tau telat bayar putus aja. cocok nya di sebut. Perusahaan lilin Negara (PLN).",Transaksi Aman,Tidak Berisiko
24711,Lampung juga woy,Percakapan Biasa,Tidak Berisiko
24712,customer care 123 ga mau angkat telp. no hp pln lokal pn ga mau angkat telp 👎👎,Informasi Umum,Tidak Berisiko
24713,"lampung ngga di sebut pak,semalem lampung juga padam listrik nya..",Informasi Umum,Tidak Berisiko
24714,"kasih token gratis lah,,, jangan minta maaf doang..",Percakapan Biasa,Tidak Berisiko
24715,nggak ada diskon nnnti kami bayar ibarat kompensasi,Transaksi Aman,Tidak Berisiko
24716,Khususnya tempat ku dah langka BBM jga,Percakapan Biasa,Tidak Berisiko
24717,Copot....!!!,Percakapan Biasa,Tidak Berisiko
24718,"Ga kapok2 kalian ini, awal2 Jaman pakde jokowi juga gitu, pesanan siapa kali ini? @PLN",Informasi Umum,Tidak Berisiko
24719,tapi kok bisa ya langsung sepulau mati? gaada sumber listrik lain?,Informasi Umum,Tidak Berisiko
24720,PLN bersaudara....🥰🤣,Informasi Umum,Tidak Berisiko
24721,"masalah gitu lapor ke kementerian botol lagi. maka nya pembangkit itu, 2x50% atau 3x50%, biar efisien, dan Transmisi harus loop sistim. jgn radikal sistem. Saya ikut bekerja di sistem 275 Kv Jambi Muara Bungo, tahun 1995. jgn pikirkan korupsi bror. Dulu kami bekerja sebagai Konsultan Power 24.",Percakapan Biasa,Tidak Berisiko
24722,ini Pernah 2x mati lampu Satu penduduk Sumatra sejak 2024,Percakapan Biasa,Tidak Berisiko
24723,"tanpa aba"" anjir kesel bgt",Kata Kasar & Ancaman,Berisiko
24724,kompensasi permintaan maaf nya ditunggu,Percakapan Biasa,Tidak Berisiko
24725,tumben. biasane denda. denda. dan denda,Percakapan Biasa,Tidak Berisiko
24726,kalau di Jepang pasti pejabat nya udh mundur..beda dgn Konoha,Percakapan Biasa,Tidak Berisiko
24727,kompensasinya buat yg terdampak apa pak?,Percakapan Biasa,Tidak Berisiko
24728,udah cukup semalam aja ya pak hampa hidupku tanpa listrik 🙂‍↕️,Informasi Umum,Tidak Berisiko
24729,"gausah minta maaf lek,semua ada masa nya",Percakapan Biasa,Tidak Berisiko
24730,kalo begitu pak pembayaran listrik BLN ini gratis aja pak dirut,Transaksi Aman,Tidak Berisiko
24731,"kalau kesalahan konsumen, konsumen tidak bisa minta maaf, langsung di putus, di denda...",Percakapan Biasa,Tidak Berisiko
24732,"PLN pintar , kenapa isi pulsa 100 ribu hanya di pakai sampai 5 hari aja ya? butuh penjelasan😁",Informasi Umum,Tidak Berisiko
24733,"jgn hanya minta maaf, hrs ada ganti rugi. GRATIS LISTRIK 1 HR FULL",Informasi Umum,Tidak Berisiko
24734,Basi basi basi,Percakapan Biasa,Tidak Berisiko
24735,mudah bener minta maaf,Percakapan Biasa,Tidak Berisiko
24736,GK kami terima permintaan maaf mu,Percakapan Biasa,Tidak Berisiko
24737,rugi lagi kah 😂😂,Percakapan Biasa,Tidak Berisiko
24738,maklumlah... mereka hanya ucapkan terimakasih itu adalah yg terbaik utk mereka ya... tau sendirilah,Percakapan Biasa,Tidak Berisiko
24739,Masih berlanjut karna BBM langka baru bara pembangkit listrik telat bb odo aja cara mikirnya😂😂,Informasi Umum,Tidak Berisiko
24740,Yang kerja itu bagus la,Percakapan Biasa,Tidak Berisiko
24741,kasih free sebulan donk tagihan nya🤣🤣,Transaksi Aman,Tidak Berisiko
24742,saya juga minta maaf ya pak apabila telat bayar listrik😁,Transaksi Aman,Tidak Berisiko
24743,makan besar yaaa brooo...banyaaaak yaaaaa,Percakapan Biasa,Tidak Berisiko
24744,"apa kompensasi untuk Kami,, tidak cukup mintak maaf dari anda saja boss,, kami menanggung kerugian,,",Percakapan Biasa,Tidak Berisiko
24745,"tumben pak, ku pikir awalny akan mengatakan ada sabotase dari negara lain, rupanya enggak toh.",Percakapan Biasa,Tidak Berisiko
24746,apa yang mengganggu jelaskan pak,Percakapan Biasa,Tidak Berisiko
24747,"okelah kalau begini, sy maklum wkwkwk aku suka aku suka",Percakapan Biasa,Tidak Berisiko
24748,tanggung jawab pak bintang saya turun satu,Percakapan Biasa,Tidak Berisiko
24749,"halaaahhh....BUMN kok begini
katanya Indonesia kuat energi",Percakapan Biasa,Tidak Berisiko
24750,cuma modal minta maaf doang g ada konpensasi,Percakapan Biasa,Tidak Berisiko
24751,"siap di denda lah bos, karena kami terlambat bayar kalian denda",Transaksi Aman,Tidak Berisiko
24752,maaf untukmu kui,Percakapan Biasa,Tidak Berisiko
24753,"dracin ada drakor ada, drama indo juga ada ternyata 😂",Percakapan Biasa,Tidak Berisiko
24754,"ikan, daging dll..simpanan ibu2 di kulkas jadi busuk dan gak kayak lagi untuk dikonsumsi, itu bgmn PLN. Apa bisa, dan ada solusi nya gak itu PLN🙏..",Informasi Umum,Tidak Berisiko
24755,kasih kompensasi lh,Percakapan Biasa,Tidak Berisiko
24756,hahaha berapa ton masuk / keluar?,Percakapan Biasa,Tidak Berisiko
24757,"singkat saja pak, mau ganti rugi juga ? kita telat sehari aja bayarannya kena denda",Percakapan Biasa,Tidak Berisiko
24758,ini pengalihan isu untuk tutup buntut IDR yang semakin melemah dan biar tidak bertambah masyarakat yang bertanya melalui sosial media,Percakapan Biasa,Tidak Berisiko
24759,selesai sudah kalau dah minta maaf,Percakapan Biasa,Tidak Berisiko
24760,kapan idop nya.. astagfirullah.. udah bete x akuuu,Percakapan Biasa,Tidak Berisiko
24761,Maaf muluu basiiii,Percakapan Biasa,Tidak Berisiko
24762,"gaada angin gaada hujan tiba2 mati lampu satu pulau, ada apa gerangan 😏🗿",Percakapan Biasa,Tidak Berisiko
24763,giliran telat bayar sehari langsung di cabut blok blok,Transaksi Aman,Tidak Berisiko
24764,padahal baru 2 tahun kemarin blackout,Percakapan Biasa,Tidak Berisiko
24765,GK hidup² lampunya pun.maaf izin pak bertanya itu listrik nya di perbaiki atau tidak.,Informasi Umum,Tidak Berisiko
24766,"ini bukti,, listrik itu satu kontak...",Informasi Umum,Tidak Berisiko
24767,"sumatera selatan, Prabumulih kami keno jugo pak, kamu tidak minta maaf",Percakapan Biasa,Tidak Berisiko
24768,cuma minta mf tapi dampak ke masyarakat patal.😁,Percakapan Biasa,Tidak Berisiko
24769,"udah jalan 14 jam tanpa listrik, kalo di negara lain sudah mengundurkan diri dirut nya wkwk",Informasi Umum,Tidak Berisiko
24770,amaan pak..,Percakapan Biasa,Tidak Berisiko
24771,digaji rakyat tapi buat susah rakyat,Percakapan Biasa,Tidak Berisiko
24772,rugi apa untung yaaa,Percakapan Biasa,Tidak Berisiko
24773,"sekelas PLN karyawan ribuan
team ahli bnyak yang hebat2 juga bnyak
bisa trouble seperti ini hampir seluruh wilayah sumatera
kalau di jepang sudah minta pengunduran diri karena malu kepada masyarakat",Informasi Umum,Tidak Berisiko
24774,"Bapak dan team, intnya rakyat butuh cepat menyala
tehniknya Bapak dan team lah yang paham.
tapi terlalu lama juga menjadi pertanyaan bagi rakyat yang mengalami imbas nya
usaha, rumah dllnya",Percakapan Biasa,Tidak Berisiko
24775,"klu tlat byar lgsung d cabut...
klu lampu padam ckup minta mf aja...",Percakapan Biasa,Tidak Berisiko
24776,biar laku toko genset dan lampu emergency,Percakapan Biasa,Tidak Berisiko
