pesan,kategori,label,step_casefolding,step_tokenisasi,step_stopword,step_stemming,teks_bersih
Pembelian Dave's Single Burger Gratis Small Fries & Minum. Periode 5-11 September 2016. Tukarkan SMS ini di Wendy's terdekat! Penawaran terbatas.Promo *606#,Penipuan,Berisiko,pembelian dave's single burger gratis small fries & minum. periode 5-11 september 2016. tukarkan sms ini di wendy's terdekat! penawaran terbatas.promo *606#,"['pembelian', 'dave', 's', 'single', 'burger', 'gratis', 'small', 'fries', 'minum', 'periode', 'september', 'tukarkan', 'sms', 'ini', 'di', 'wendy', 's', 'terdekat', 'penawaran', 'terbatas', 'promo']","['pembelian', 'dave', 'single', 'burger', 'gratis', 'small', 'fries', 'minum', 'periode', 'september', 'tukarkan', 'sms', 'wendy', 'terdekat', 'penawaran', 'terbatas', 'promo']","['beli', 'dave', 'single', 'burger', 'gratis', 'small', 'fries', 'minum', 'periode', 'september', 'tukar', 'sms', 'wendy', 'dekat', 'tawar', 'batas', 'promo']",beli dave single burger gratis small fries minum periode september tukar sms wendy dekat tawar batas promo
"PENAWARAN KHUSUS! BONUS KUOTA 500MB (1hr)! Cukup isi ulang min. 5,000 hari ini! Ayo buruan isi pulsa sekarang juga. T536",Penipuan,Berisiko,"penawaran khusus! bonus kuota 500mb (1hr)! cukup isi ulang min. 5,000 hari ini! ayo buruan isi pulsa sekarang juga. t536","['penawaran', 'khusus', 'bonus', 'kuota', 'mb', 'hr', 'cukup', 'isi', 'ulang', 'min', 'hari', 'ini', 'ayo', 'buruan', 'isi', 'pulsa', 'sekarang', 'juga', 't']","['penawaran', 'khusus', 'bonus', 'kuota', 'mb', 'hr', 'cukup', 'isi', 'ulang', 'min', 'hari', 'ayo', 'buruan', 'isi', 'pulsa', 'sekarang']","['tawar', 'khusus', 'bonus', 'kuota', 'mb', 'hr', 'cukup', 'isi', 'ulang', 'min', 'hari', 'ayo', 'buru', 'isi', 'pulsa', 'sekarang']",tawar khusus bonus kuota mb hr cukup isi ulang min hari ayo buru isi pulsa sekarang
"Penawaran Spesial, Obral Paket Data 1.5 GB(00-24)+nelpon sepuasnya ke nmr Indosat hanya Rp20rb utk 1minggu.Daftar skrg ketik YA ke 929 berlaku hari ini RTX1",Penipuan,Berisiko,"penawaran spesial, obral paket data 1.5 gb(00-24)+nelpon sepuasnya ke nmr indosat hanya rp20rb utk 1minggu.daftar skrg ketik ya ke 929 berlaku hari ini rtx1","['penawaran', 'spesial', 'obral', 'paket', 'data', 'gb', 'nelpon', 'sepuasnya', 'ke', 'nmr', 'indosat', 'hanya', 'NOMINAL_UANG', 'utk', 'minggu', 'daftar', 'skrg', 'ketik', 'ya', 'ke', 'berlaku', 'hari', 'ini', 'rtx']","['penawaran', 'spesial', 'obral', 'paket', 'data', 'gb', 'nelpon', 'sepuasnya', 'nmr', 'indosat', 'NOMINAL_UANG', 'utk', 'minggu', 'daftar', 'skrg', 'ketik', 'berlaku', 'hari', 'rtx']","['tawar', 'spesial', 'obral', 'paket', 'data', 'gb', 'nelpon', 'puas', 'nmr', 'indosat', 'NOMINAL_UANG', 'utk', 'minggu', 'daftar', 'skrg', 'ketik', 'laku', 'hari', 'rtx']",tawar spesial obral paket data gb nelpon puas nmr indosat NOMINAL_UANG utk minggu daftar skrg ketik laku hari rtx
"Plg yth,Mohon memberikan nilai kepuasan pengalaman layanan Telkomsel ketik 1 utk bhs Indonesia & Type 2 for English send to 1166(FREE) (for int'l charged)",Penipuan,Berisiko,"plg yth,mohon memberikan nilai kepuasan pengalaman layanan telkomsel ketik 1 utk bhs indonesia & type 2 for english send to 1166(free) (for int'l charged)","['plg', 'yth', 'mohon', 'memberikan', 'nilai', 'kepuasan', 'pengalaman', 'layanan', 'telkomsel', 'ketik', 'utk', 'bhs', 'indonesia', 'type', 'for', 'english', 'send', 'to', 'free', 'for', 'int', 'l', 'charged']","['plg', 'yth', 'mohon', 'memberikan', 'nilai', 'kepuasan', 'pengalaman', 'layanan', 'telkomsel', 'ketik', 'utk', 'bhs', 'indonesia', 'type', 'for', 'english', 'send', 'to', 'free', 'for', 'int', 'charged']","['plg', 'yth', 'mohon', 'beri', 'nilai', 'puas', 'alam', 'layan', 'telkomsel', 'ketik', 'utk', 'bhs', 'indonesia', 'type', 'for', 'english', 'send', 'to', 'free', 'for', 'int', 'charged']",plg yth mohon beri nilai puas alam layan telkomsel ketik utk bhs indonesia type for english send to free for int charged
Promo diperpanjang! Gratis MIFI(modem) 4G hanya untukmu. Tunjukan SMS ini di Galeri Smartfren & isi pulsa 100rb utk bawa pulang MIFI favoritmu. s/d23Nov. DL40K,Penipuan,Berisiko,promo diperpanjang! gratis mifi(modem) 4g hanya untukmu. tunjukan sms ini di galeri smartfren & isi pulsa 100rb utk bawa pulang mifi favoritmu. s/d23nov. dl40k,"['promo', 'diperpanjang', 'gratis', 'mifi', 'modem', 'g', 'hanya', 'untukmu', 'tunjukan', 'sms', 'ini', 'di', 'galeri', 'smartfren', 'isi', 'pulsa', 'rb', 'utk', 'bawa', 'pulang', 'mifi', 'favoritmu', 's', 'd', 'nov', 'dl', 'k']","['promo', 'diperpanjang', 'gratis', 'mifi', 'modem', 'untukmu', 'tunjukan', 'sms', 'galeri', 'smartfren', 'isi', 'pulsa', 'rb', 'utk', 'bawa', 'pulang', 'mifi', 'favoritmu', 'nov', 'dl']","['promo', 'panjang', 'gratis', 'mifi', 'modem', 'untuk', 'tunjuk', 'sms', 'galeri', 'smartfren', 'isi', 'pulsa', 'rb', 'utk', 'bawa', 'pulang', 'mifi', 'favorit', 'nov', 'dl']",promo panjang gratis mifi modem untuk tunjuk sms galeri smartfren isi pulsa rb utk bawa pulang mifi favorit nov dl
"PROMO POIN SPESIAL! Tukarkan 20 TselPoin Kamu dengan 20Menit, 100SMS, atau 20MB di *700*20#. Periode Promo 11-31 Juli 2016. Info hub: 188",Penipuan,Berisiko,"promo poin spesial! tukarkan 20 tselpoin kamu dengan 20menit, 100sms, atau 20mb di *700*20#. periode promo 11-31 juli 2016. info hub: 188","['promo', 'poin', 'spesial', 'tukarkan', 'tselpoin', 'kamu', 'dengan', 'menit', 'sms', 'atau', 'mb', 'di', 'periode', 'promo', 'juli', 'info', 'hub']","['promo', 'poin', 'spesial', 'tukarkan', 'tselpoin', 'menit', 'sms', 'mb', 'periode', 'promo', 'juli', 'info', 'hub']","['promo', 'poin', 'spesial', 'tukar', 'tselpoin', 'menit', 'sms', 'mb', 'periode', 'promo', 'juli', 'info', 'hub']",promo poin spesial tukar tselpoin menit sms mb periode promo juli info hub
"PROMO: Beli paket Flash mulai 1,3 GB di My Telkomsel App dpt EXTRA nelpon hingga 100mnt/1hr. Buruan, promo terbatas! S&K",Penipuan,Berisiko,"promo: beli paket flash mulai 1,3 gb di my telkomsel app dpt extra nelpon hingga 100mnt/1hr. buruan, promo terbatas! s&k","['promo', 'beli', 'paket', 'flash', 'mulai', 'gb', 'di', 'my', 'telkomsel', 'app', 'dpt', 'extra', 'nelpon', 'hingga', 'mnt', 'hr', 'buruan', 'promo', 'terbatas', 's', 'k']","['promo', 'beli', 'paket', 'flash', 'mulai', 'gb', 'my', 'telkomsel', 'app', 'dpt', 'extra', 'nelpon', 'hingga', 'mnt', 'hr', 'buruan', 'promo', 'terbatas']","['promo', 'beli', 'paket', 'flash', 'mulai', 'gb', 'my', 'telkomsel', 'app', 'dpt', 'extra', 'nelpon', 'hingga', 'mnt', 'hr', 'buru', 'promo', 'batas']",promo beli paket flash mulai gb my telkomsel app dpt extra nelpon hingga mnt hr buru promo batas
"PROMO: Beli paket Flash mulai 1GB di MY TELKOMSEL APP dpt EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr. Buruan, cek  di tsel.me/mytsel1 S&K",Penipuan,Berisiko,"promo: beli paket flash mulai 1gb di my telkomsel app dpt extra kuota 2gb 4g lte dan extra nelpon hingga 100mnt/1hr. buruan, cek  di tsel.me/mytsel1 s&k","['promo', 'beli', 'paket', 'flash', 'mulai', 'gb', 'di', 'my', 'telkomsel', 'app', 'dpt', 'extra', 'kuota', 'gb', 'g', 'lte', 'dan', 'extra', 'nelpon', 'hingga', 'mnt', 'hr', 'buruan', 'cek', 'di', 'tsel', 'me', 'mytsel', 's', 'k']","['promo', 'beli', 'paket', 'flash', 'mulai', 'gb', 'my', 'telkomsel', 'app', 'dpt', 'extra', 'kuota', 'gb', 'lte', 'extra', 'nelpon', 'hingga', 'mnt', 'hr', 'buruan', 'cek', 'tsel', 'me', 'mytsel']","['promo', 'beli', 'paket', 'flash', 'mulai', 'gb', 'my', 'telkomsel', 'app', 'dpt', 'extra', 'kuota', 'gb', 'lte', 'extra', 'nelpon', 'hingga', 'mnt', 'hr', 'buru', 'cek', 'tsel', 'me', 'mytsel']",promo beli paket flash mulai gb my telkomsel app dpt extra kuota gb lte extra nelpon hingga mnt hr buru cek tsel me mytsel
"PROMO: Beli paket Flash mulai 3,5GB di My Telkomsel App dpt extra paket 1GB midnight (00-09). Buruan, promo terbatas! S&K",Penipuan,Berisiko,"promo: beli paket flash mulai 3,5gb di my telkomsel app dpt extra paket 1gb midnight (00-09). buruan, promo terbatas! s&k","['promo', 'beli', 'paket', 'flash', 'mulai', 'gb', 'di', 'my', 'telkomsel', 'app', 'dpt', 'extra', 'paket', 'gb', 'midnight', 'buruan', 'promo', 'terbatas', 's', 'k']","['promo', 'beli', 'paket', 'flash', 'mulai', 'gb', 'my', 'telkomsel', 'app', 'dpt', 'extra', 'paket', 'gb', 'midnight', 'buruan', 'promo', 'terbatas']","['promo', 'beli', 'paket', 'flash', 'mulai', 'gb', 'my', 'telkomsel', 'app', 'dpt', 'extra', 'paket', 'gb', 'midnight', 'buru', 'promo', 'batas']",promo beli paket flash mulai gb my telkomsel app dpt extra paket gb midnight buru promo batas
"PUAS Internetan, Chatting, Facebook dan nonton Video selama 30 hari hingga 1.5 GB Cuma Rp 30ribu. Beli paket di *100*1#",Penipuan,Berisiko,"puas internetan, chatting, facebook dan nonton video selama 30 hari hingga 1.5 gb cuma rp 30ribu. beli paket di *100*1#","['puas', 'internetan', 'chatting', 'facebook', 'dan', 'nonton', 'video', 'selama', 'hari', 'hingga', 'gb', 'cuma', 'NOMINAL_UANG', 'beli', 'paket', 'di']","['puas', 'internetan', 'chatting', 'facebook', 'nonton', 'video', 'selama', 'hari', 'hingga', 'gb', 'cuma', 'NOMINAL_UANG', 'beli', 'paket']","['puas', 'internetan', 'chatting', 'facebook', 'nonton', 'video', 'lama', 'hari', 'hingga', 'gb', 'cuma', 'NOMINAL_UANG', 'beli', 'paket']",puas internetan chatting facebook nonton video lama hari hingga gb cuma NOMINAL_UANG beli paket
"quota 1,5 GB harga hanya mulai 32,5 ribu, beli paketnya di *100*1# Puas internetan selama 30 hari",Penipuan,Berisiko,"quota 1,5 gb harga hanya mulai 32,5 ribu, beli paketnya di *100*1# puas internetan selama 30 hari","['quota', 'gb', 'harga', 'hanya', 'mulai', 'ribu', 'beli', 'paketnya', 'di', 'puas', 'internetan', 'selama', 'hari']","['quota', 'gb', 'harga', 'mulai', 'ribu', 'beli', 'paketnya', 'puas', 'internetan', 'selama', 'hari']","['quota', 'gb', 'harga', 'mulai', 'ribu', 'beli', 'paket', 'puas', 'internetan', 'lama', 'hari']",quota gb harga mulai ribu beli paket puas internetan lama hari
"Raih smartphone, diskon merchant & free internet, voice, SMS di Promo 71 Tahun RI dengan tukar 17 Telkomsel POIN mulai 15Ags16 hanya di MyTelkomsel Apps",Penipuan,Berisiko,"raih smartphone, diskon merchant & free internet, voice, sms di promo 71 tahun ri dengan tukar 17 telkomsel poin mulai 15ags16 hanya di mytelkomsel apps","['raih', 'smartphone', 'diskon', 'merchant', 'free', 'internet', 'voice', 'sms', 'di', 'promo', 'tahun', 'ri', 'dengan', 'tukar', 'telkomsel', 'poin', 'mulai', 'ags', 'hanya', 'di', 'mytelkomsel', 'apps']","['raih', 'smartphone', 'diskon', 'merchant', 'free', 'internet', 'voice', 'sms', 'promo', 'tahun', 'ri', 'tukar', 'telkomsel', 'poin', 'mulai', 'ags', 'mytelkomsel', 'apps']","['raih', 'smartphone', 'diskon', 'merchant', 'free', 'internet', 'voice', 'sms', 'promo', 'tahun', 'ri', 'tukar', 'telkomsel', 'poin', 'mulai', 'ags', 'mytelkomsel', 'apps']",raih smartphone diskon merchant free internet voice sms promo tahun ri tukar telkomsel poin mulai ags mytelkomsel apps
"RAWIT harganya miring, Internetan makin sering! AYO isi ulang kartu AXIS kamu sekarang, pastikan besok ikut promo Rabu RAWIT. Info838. LD328",Penipuan,Berisiko,"rawit harganya miring, internetan makin sering! ayo isi ulang kartu axis kamu sekarang, pastikan besok ikut promo rabu rawit. info838. ld328","['rawit', 'harganya', 'miring', 'internetan', 'makin', 'sering', 'ayo', 'isi', 'ulang', 'kartu', 'axis', 'kamu', 'sekarang', 'pastikan', 'besok', 'ikut', 'promo', 'rabu', 'rawit', 'info', 'ld']","['rawit', 'harganya', 'miring', 'internetan', 'makin', 'sering', 'ayo', 'isi', 'ulang', 'kartu', 'axis', 'sekarang', 'pastikan', 'besok', 'ikut', 'promo', 'rabu', 'rawit', 'info', 'ld']","['rawit', 'harga', 'miring', 'internetan', 'makin', 'sering', 'ayo', 'isi', 'ulang', 'kartu', 'axis', 'sekarang', 'pasti', 'besok', 'ikut', 'promo', 'rabu', 'rawit', 'info', 'ld']",rawit harga miring internetan makin sering ayo isi ulang kartu axis sekarang pasti besok ikut promo rabu rawit info ld
"RAWIT Kuotanya Bagus, Harganya Khusus. AYO isi ulang kartu AXIS kamu sekarang, pastikan besok ikut promo Rabu RAWIT. Info838. LD299",Penipuan,Berisiko,"rawit kuotanya bagus, harganya khusus. ayo isi ulang kartu axis kamu sekarang, pastikan besok ikut promo rabu rawit. info838. ld299","['rawit', 'kuotanya', 'bagus', 'harganya', 'khusus', 'ayo', 'isi', 'ulang', 'kartu', 'axis', 'kamu', 'sekarang', 'pastikan', 'besok', 'ikut', 'promo', 'rabu', 'rawit', 'info', 'ld']","['rawit', 'kuotanya', 'bagus', 'harganya', 'khusus', 'ayo', 'isi', 'ulang', 'kartu', 'axis', 'sekarang', 'pastikan', 'besok', 'ikut', 'promo', 'rabu', 'rawit', 'info', 'ld']","['rawit', 'kuota', 'bagus', 'harga', 'khusus', 'ayo', 'isi', 'ulang', 'kartu', 'axis', 'sekarang', 'pasti', 'besok', 'ikut', 'promo', 'rabu', 'rawit', 'info', 'ld']",rawit kuota bagus harga khusus ayo isi ulang kartu axis sekarang pasti besok ikut promo rabu rawit info ld
"Ribet bolak balik cek pulsa&cek sisa kuota internetmu? Download aja aplikasi myCare, hanya 1x klik semua jadi mudah. akses di https://mycare.indosatooredoo.com",Penipuan,Berisiko,"ribet bolak balik cek pulsa&cek sisa kuota internetmu? download aja aplikasi mycare, hanya 1x klik semua jadi mudah. akses di https://mycare.indosatooredoo.com","['ribet', 'bolak', 'balik', 'cek', 'pulsa', 'cek', 'sisa', 'kuota', 'internetmu', 'download', 'aja', 'aplikasi', 'mycare', 'hanya', 'x', 'klik', 'semua', 'jadi', 'mudah', 'akses', 'di', 'URL_CURIGA']","['ribet', 'bolak', 'balik', 'cek', 'pulsa', 'cek', 'sisa', 'kuota', 'internetmu', 'download', 'aja', 'aplikasi', 'mycare', 'klik', 'semua', 'mudah', 'akses', 'URL_CURIGA']","['ribet', 'bolak', 'balik', 'cek', 'pulsa', 'cek', 'sisa', 'kuota', 'internetmu', 'download', 'aja', 'aplikasi', 'mycare', 'klik', 'semua', 'mudah', 'akses', 'URL_CURIGA']",ribet bolak balik cek pulsa cek sisa kuota internetmu download aja aplikasi mycare klik semua mudah akses URL_CURIGA
Rp29rb/bln utk 3 bln (hrg normal Rp59rb utk bln ke-4 dst) bisa NELPON & SMS SEPUASNYA ke IM3 plus kuota 1+1GB(4G)+10GB (4G).Mau? Ketik YA ke 919 sd 21 Juni 2016,Penipuan,Berisiko,rp29rb/bln utk 3 bln (hrg normal rp59rb utk bln ke-4 dst) bisa nelpon & sms sepuasnya ke im3 plus kuota 1+1gb(4g)+10gb (4g).mau? ketik ya ke 919 sd 21 juni 2016,"['NOMINAL_UANG', 'bln', 'utk', 'bln', 'hrg', 'normal', 'NOMINAL_UANG', 'utk', 'bln', 'ke', 'dst', 'bisa', 'nelpon', 'sms', 'sepuasnya', 'ke', 'im', 'plus', 'kuota', 'gb', 'g', 'gb', 'g', 'mau', 'ketik', 'ya', 'ke', 'sd', 'juni']","['NOMINAL_UANG', 'bln', 'utk', 'bln', 'hrg', 'normal', 'NOMINAL_UANG', 'utk', 'bln', 'nelpon', 'sms', 'sepuasnya', 'im', 'plus', 'kuota', 'gb', 'gb', 'mau', 'ketik', 'sd', 'juni']","['NOMINAL_UANG', 'bln', 'utk', 'bln', 'hrg', 'normal', 'NOMINAL_UANG', 'utk', 'bln', 'nelpon', 'sms', 'puas', 'im', 'plus', 'kuota', 'gb', 'gb', 'mau', 'ketik', 'sd', 'juni']",NOMINAL_UANG bln utk bln hrg normal NOMINAL_UANG utk bln nelpon sms puas im plus kuota gb gb mau ketik sd juni
Rp30rb/bln utk 3 bln (hrg normal Rp59rb utk bln ke-4 dst) bisa NELPON & SMS SEPUASNYA ke IM3 plus kuota 3GB+10GB (4G).  Mau? Ketik YA ke 919 sd 05-Aug-16,Penipuan,Berisiko,rp30rb/bln utk 3 bln (hrg normal rp59rb utk bln ke-4 dst) bisa nelpon & sms sepuasnya ke im3 plus kuota 3gb+10gb (4g).  mau? ketik ya ke 919 sd 05-aug-16,"['NOMINAL_UANG', 'bln', 'utk', 'bln', 'hrg', 'normal', 'NOMINAL_UANG', 'utk', 'bln', 'ke', 'dst', 'bisa', 'nelpon', 'sms', 'sepuasnya', 'ke', 'im', 'plus', 'kuota', 'gb', 'gb', 'g', 'mau', 'ketik', 'ya', 'ke', 'sd', 'aug']","['NOMINAL_UANG', 'bln', 'utk', 'bln', 'hrg', 'normal', 'NOMINAL_UANG', 'utk', 'bln', 'nelpon', 'sms', 'sepuasnya', 'im', 'plus', 'kuota', 'gb', 'gb', 'mau', 'ketik', 'sd', 'aug']","['NOMINAL_UANG', 'bln', 'utk', 'bln', 'hrg', 'normal', 'NOMINAL_UANG', 'utk', 'bln', 'nelpon', 'sms', 'puas', 'im', 'plus', 'kuota', 'gb', 'gb', 'mau', 'ketik', 'sd', 'aug']",NOMINAL_UANG bln utk bln hrg normal NOMINAL_UANG utk bln nelpon sms puas im plus kuota gb gb mau ketik sd aug
Saatnya pindah ke jaringan 4G TERCEPAT. Tukar kartu Anda di Gerai IndosatOoredoo Jl.Jend Soedirman-Purwokerto &dptkn bns Rp25rb (utk Nelp/SMS ke IndosatOoredoo),Penipuan,Berisiko,saatnya pindah ke jaringan 4g tercepat. tukar kartu anda di gerai indosatooredoo jl.jend soedirman-purwokerto &dptkn bns rp25rb (utk nelp/sms ke indosatooredoo),"['saatnya', 'pindah', 'ke', 'jaringan', 'g', 'tercepat', 'tukar', 'kartu', 'anda', 'di', 'gerai', 'indosatooredoo', 'jl', 'jend', 'soedirman', 'purwokerto', 'dptkn', 'bns', 'NOMINAL_UANG', 'utk', 'nelp', 'sms', 'ke', 'indosatooredoo']","['saatnya', 'pindah', 'jaringan', 'tercepat', 'tukar', 'kartu', 'gerai', 'indosatooredoo', 'jl', 'jend', 'soedirman', 'purwokerto', 'dptkn', 'bns', 'NOMINAL_UANG', 'utk', 'nelp', 'sms', 'indosatooredoo']","['saat', 'pindah', 'jaring', 'cepat', 'tukar', 'kartu', 'gerai', 'indosatooredoo', 'jl', 'jend', 'soedirman', 'purwokerto', 'dptkn', 'bns', 'NOMINAL_UANG', 'utk', 'nelp', 'sms', 'indosatooredoo']",saat pindah jaring cepat tukar kartu gerai indosatooredoo jl jend soedirman purwokerto dptkn bns NOMINAL_UANG utk nelp sms indosatooredoo
Segera aktivasi rekening BTPN Wow! anda. Ketik *247# tekan Yes / Call lalu buat PIN rahasia Anda. Info lengkap hub. 1500300,Penipuan,Berisiko,segera aktivasi rekening btpn wow! anda. ketik *247# tekan yes / call lalu buat pin rahasia anda. info lengkap hub. 1500300,"['segera', 'aktivasi', 'rekening', 'btpn', 'wow', 'anda', 'ketik', 'tekan', 'yes', 'call', 'lalu', 'buat', 'pin', 'rahasia', 'anda', 'info', 'lengkap', 'hub', 'KODE_OTP']","['segera', 'aktivasi', 'rekening', 'btpn', 'wow', 'ketik', 'tekan', 'yes', 'call', 'lalu', 'buat', 'pin', 'rahasia', 'info', 'lengkap', 'hub', 'KODE_OTP']","['segera', 'aktivasi', 'rekening', 'btpn', 'wow', 'ketik', 'tekan', 'yes', 'call', 'lalu', 'buat', 'pin', 'rahasia', 'info', 'lengkap', 'hub', 'KODE_OTP']",segera aktivasi rekening btpn wow ketik tekan yes call lalu buat pin rahasia info lengkap hub KODE_OTP
Selamat Anda mendapatkan voucher Berrybenka Rp100rb. Masukkan kode voucher TW96d saat transaksi di www.berrybenka.com/simPATI. Mau voucher lain? Hub *999*1#,Penipuan,Berisiko,selamat anda mendapatkan voucher berrybenka rp100rb. masukkan kode voucher tw96d saat transaksi di www.berrybenka.com/simpati. mau voucher lain? hub *999*1#,"['selamat', 'anda', 'mendapatkan', 'voucher', 'berrybenka', 'NOMINAL_UANG', 'masukkan', 'kode', 'voucher', 'tw', 'd', 'saat', 'transaksi', 'di', 'www', 'berrybenka', 'com', 'simpati', 'mau', 'voucher', 'lain', 'hub']","['selamat', 'mendapatkan', 'voucher', 'berrybenka', 'NOMINAL_UANG', 'masukkan', 'kode', 'voucher', 'tw', 'transaksi', 'www', 'berrybenka', 'com', 'simpati', 'mau', 'voucher', 'hub']","['selamat', 'dapat', 'voucher', 'berrybenka', 'NOMINAL_UANG', 'masuk', 'kode', 'voucher', 'tw', 'transaksi', 'www', 'berrybenka', 'com', 'simpati', 'mau', 'voucher', 'hub']",selamat dapat voucher berrybenka NOMINAL_UANG masuk kode voucher tw transaksi www berrybenka com simpati mau voucher hub
Selamat Anda mendapatkan voucher Lazada Rp100rb. Masukkan kode voucher TSt88 saat transaksi di www.lazada.co.id/simPATI. Mau voucher lain? Hub *999*1#,Penipuan,Berisiko,selamat anda mendapatkan voucher lazada rp100rb. masukkan kode voucher tst88 saat transaksi di www.lazada.co.id/simpati. mau voucher lain? hub *999*1#,"['selamat', 'anda', 'mendapatkan', 'voucher', 'lazada', 'NOMINAL_UANG', 'masukkan', 'kode', 'voucher', 'tst', 'saat', 'transaksi', 'di', 'www', 'lazada', 'co', 'id', 'simpati', 'mau', 'voucher', 'lain', 'hub']","['selamat', 'mendapatkan', 'voucher', 'lazada', 'NOMINAL_UANG', 'masukkan', 'kode', 'voucher', 'tst', 'transaksi', 'www', 'lazada', 'co', 'id', 'simpati', 'mau', 'voucher', 'hub']","['selamat', 'dapat', 'voucher', 'lazada', 'NOMINAL_UANG', 'masuk', 'kode', 'voucher', 'tst', 'transaksi', 'www', 'lazada', 'co', 'id', 'simpati', 'mau', 'voucher', 'hub']",selamat dapat voucher lazada NOMINAL_UANG masuk kode voucher tst transaksi www lazada co id simpati mau voucher hub
Selamat Anda mendapatkan voucher Zalora Rp100rb. Masukkan kode voucher TSU59 saat transaksi di www.zalora.co.id/simPATI. Mau voucher lain? Hub *999*1#,Penipuan,Berisiko,selamat anda mendapatkan voucher zalora rp100rb. masukkan kode voucher tsu59 saat transaksi di www.zalora.co.id/simpati. mau voucher lain? hub *999*1#,"['selamat', 'anda', 'mendapatkan', 'voucher', 'zalora', 'NOMINAL_UANG', 'masukkan', 'kode', 'voucher', 'tsu', 'saat', 'transaksi', 'di', 'www', 'zalora', 'co', 'id', 'simpati', 'mau', 'voucher', 'lain', 'hub']","['selamat', 'mendapatkan', 'voucher', 'zalora', 'NOMINAL_UANG', 'masukkan', 'kode', 'voucher', 'tsu', 'transaksi', 'www', 'zalora', 'co', 'id', 'simpati', 'mau', 'voucher', 'hub']","['selamat', 'dapat', 'voucher', 'zalora', 'NOMINAL_UANG', 'masuk', 'kode', 'voucher', 'tsu', 'transaksi', 'www', 'zalora', 'co', 'id', 'simpati', 'mau', 'voucher', 'hub']",selamat dapat voucher zalora NOMINAL_UANG masuk kode voucher tsu transaksi www zalora co id simpati mau voucher hub
Selamat Anda telah mendapatkan BONUS pulsa Rp 100.000 ke sesama Indosat Ooredoo berlaku 3 hari dan Poin senyum Anda bertambah. Cek bonus *557*8#,Penipuan,Berisiko,selamat anda telah mendapatkan bonus pulsa rp 100.000 ke sesama indosat ooredoo berlaku 3 hari dan poin senyum anda bertambah. cek bonus *557*8#,"['selamat', 'anda', 'telah', 'mendapatkan', 'bonus', 'pulsa', 'NOMINAL_UANGke', 'sesama', 'indosat', 'ooredoo', 'berlaku', 'hari', 'dan', 'poin', 'senyum', 'anda', 'bertambah', 'cek', 'bonus']","['selamat', 'mendapatkan', 'bonus', 'pulsa', 'NOMINAL_UANGke', 'sesama', 'indosat', 'ooredoo', 'berlaku', 'hari', 'poin', 'senyum', 'bertambah', 'cek', 'bonus']","['selamat', 'dapat', 'bonus', 'pulsa', 'nominal uangke', 'sama', 'indosat', 'ooredoo', 'laku', 'hari', 'poin', 'senyum', 'tambah', 'cek', 'bonus']",selamat dapat bonus pulsa nominal uangke sama indosat ooredoo laku hari poin senyum tambah cek bonus
